Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,description_wordcount
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,051023f822efb1612c95900fa7656f39,0,6a763a055,2.0,3,47
2,19,285,0,2,1,6,0,3,3,1,1,2,1,1,0,41401,12c51d7222986fbf000db9061f5082be,0,5e4154870,3.0,1,0
1,4,207,169,2,2,0,0,1,3,3,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,a44d42407,3.0,3,33
1,24,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41336,53b2190d32ed23e43daf8b6bb7ca4231,0,cc8401c02,3.0,3,16
2,3,265,0,1,1,7,0,2,2,3,3,2,1,1,0,41326,c3f6408e1ee043b38bd0d39558b8edf5,0,0f24b6cd6,1.0,1,3
2,1,264,0,3,5,6,0,1,2,2,2,2,1,2,0,41401,badbeceda6035a19ccfb1fde96482243,0,49bb70e36,1.0,2,43
1,24,119,307,2,1,6,7,2,2,3,3,1,1,1,0,41326,12deeea11a39a3da448d425b42eaee1d,0,43ddb2eb4,2.0,2,84
1,60,195,0,1,6,0,0,2,2,1,1,1,1,1,0,41401,f6593a1c5d44e6b10048105280701642,0,dae92dd61,3.0,4,44
1,1,307,307,2,1,2,7,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,a6ac8884b,1.0,3,2
2,3,266,0,2,2,3,0,1,1,1,1,2,1,1,0,41326,5a60b3e485efdf4a18344c4cf14d02eb,0,60ce9e319,7.0,1,110
2,2,265,0,1,3,0,0,1,2,2,2,2,1,1,0,41401,1004c35eccb48a99a16726b45f0d7baa,0,5247209aa,2.0,2,4
2,1,266,266,3,1,7,0,2,1,1,1,2,1,2,1,41401,9b52af6d48a4521fd01d4028eb5879a3,0,19b1f4263,3.0,0,57
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,d50e11ec5,2.0,3,23
2,2,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41401,abe54643224ddbb5c199cd46fbca0392,0,4407e70f3,2.0,1,22
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,39f6f321507e2791e7c12d3f946bc5bf,0,27b6e5aca,4.0,4,31
1,2,307,307,2,1,4,7,3,1,2,2,2,1,6,0,41327,71ebc64aef066476aabc21ca36c5650a,0,80ebea85c,5.0,3,108
2,12,299,0,2,3,6,7,2,2,1,2,1,1,2,0,41324,08e6e9a38d5c2275b28c2ae4432c9130,0,1bf1f95ef,1.0,4,6
2,4,266,306,2,1,7,0,2,1,1,1,2,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,cdab8ba8e,5.0,2,321
1,120,307,0,1,1,2,7,3,1,3,3,3,1,1,0,41401,528e832163898e9863fd2cc1dcdc3126,0,b84dad49f,3.0,4,176
1,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,eeb152df9a17158315a78e78a2bc93d9,0,f0a2122d4,4.0,4,36
2,1,265,0,3,2,5,7,1,2,2,2,2,1,4,0,41326,10dec111cc1026ade84cbae3bc17940e,0,1104fe6bb,2.0,4,82
1,36,109,0,2,2,3,4,3,2,1,1,2,1,1,0,41326,07b1ad054b89aec4847067fde31bf1f2,0,46d88ca3e,4.0,1,134
2,3,266,0,2,1,2,7,1,1,2,1,2,1,1,0,41326,d385a3b7e7d8c858acc5f6db31f1febb,0,b99d5d532,3.0,4,11
2,60,285,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,069e1370c27e7210f80317da4d5965db,0,2b6d08cba,0.0,4,17
2,1,266,0,2,2,5,7,2,1,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,b9429dc85,4.0,1,55
1,3,307,0,3,1,2,7,2,2,1,1,2,1,3,150,41326,4adf17f7d78a2ea23a77ff056b5e7779,0,c61f6507e,3.0,1,60
1,36,189,0,1,1,5,0,3,1,1,1,1,1,1,0,41326,35a01a2c77e0c2b18d9ac61b7636edd9,0,e464fcd4b,4.0,2,286
1,12,206,0,1,1,6,7,2,2,1,2,2,1,1,400,41332,e3e5215fd4da172889c90fd3f10558ff,0,86379f12f,1.0,2,208
2,1,266,0,3,1,6,7,1,1,2,3,2,1,4,0,41401,da6c64c056c070bbb5f840d5e233b581,0,55fcdea2f,3.0,3,51
1,0,307,307,3,1,2,3,3,1,3,3,3,1,2,0,41326,93b9bd02cfbd0944686ceee8798b9eec,0,392d3346e,4.0,1,111
2,1,265,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,66044942690776d858708bfc7c166078,1,33db028cb,1.0,2,31
1,5,70,18,1,5,7,0,2,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,35c0c3aca,6.0,3,14
1,24,103,307,2,1,2,0,2,2,3,3,3,1,1,0,41401,b2741da861b4ce23042862d387f14345,0,d080818c3,3.0,3,81
1,3,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,6f0cb510a,3.0,1,53
1,3,307,0,2,2,0,0,1,1,3,3,3,1,3,0,41332,445e032bd30339c5b0cc2852b8f318db,0,61ac3c78c,1.0,4,6
1,4,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41335,849d5c53eea804440adc2eebc4eecf4a,0,368b2adc1,5.0,4,125
2,3,266,0,3,1,7,0,2,2,3,3,3,1,2,0,41326,73ba1badbbec9b9a37671b0dc84c1d5e,0,2e4c1faf7,3.0,1,32
2,1,265,0,2,1,7,0,1,2,2,2,2,1,5,0,41332,c615548c8536989d6ff41c0428b59496,0,a85a1c8c3,3.0,2,27
2,8,292,266,1,2,5,0,2,1,1,1,2,1,1,50,41326,23e54862081be8893f32f88cfb2f4bad,0,25c7d6c3b,8.0,2,40
2,2,303,266,3,1,2,0,2,1,2,2,2,1,2,0,41332,9bccd71913b5034beb2b56fbc09ad6bb,0,0b819602d,2.0,4,14
1,32,307,307,3,1,4,5,2,1,1,1,1,1,2,0,41326,2dea9d1be190e7ccb927bbbab3c43c6f,0,4c594983d,5.0,4,205
1,3,78,307,3,1,2,0,3,1,1,1,2,1,3,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,05f99fc56,4.0,2,42
2,12,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,ed71a1eeddcb2b5fb8bf1b6fcb9fa173,0,1dfadc371,1.0,3,72
1,4,307,36,2,1,2,7,2,2,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,6d9b202c9,10.0,3,57
1,2,307,0,1,1,2,0,2,1,2,3,2,1,1,0,41326,d354f29091eed622077faaa0915b1c41,0,54791dc58,3.0,2,31
2,7,254,303,2,1,4,7,2,1,1,1,2,1,1,0,41326,f1ef4bef6ae16604d7a9025549d267e9,0,b36616178,7.0,2,3
2,5,264,0,1,4,0,0,2,3,2,1,2,1,1,100,41401,2ed5e6622e8d49859f21f05895acbb02,0,2ac4dd8c2,5.0,3,195
2,2,265,0,2,6,7,0,2,2,1,1,2,1,2,0,41401,edd50c202ca64fc1c596f33a1e7a07da,0,29f54c6ff,4.0,2,206
1,60,10,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,41fe1118eb61063bd10f3268953936da,0,48b418070,2.0,3,19
2,4,265,247,3,1,3,7,2,2,2,2,2,1,5,0,41401,f98fe65b3bb68db1970f3f85135e3f26,0,c7eac7b01,5.0,2,178
1,120,20,195,1,2,0,0,2,1,1,1,2,1,2,0,41326,310cd86ec76858f026b95e421b833294,0,8e0d65b3e,1.0,1,13
1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,6842e4eee37d89afb73e4254fd198bcb,0,9a34ddc8b,2.0,2,91
2,17,266,0,2,1,2,7,1,1,3,3,1,1,1,0,41326,25d364ddacb543bb7a291911958af392,0,ff9f62e79,3.0,3,84
2,2,266,0,3,4,5,7,2,1,2,2,2,1,2,0,41401,4d8fde07f6c9e2d46b8dff04ad911e2b,0,4a6ee5d02,2.0,2,49
1,48,307,307,1,1,2,0,2,2,1,1,1,1,1,0,41326,8990faa0bc978c8f5604caeca57374ee,0,474bccd75,2.0,2,20
1,4,307,0,2,1,7,0,2,1,1,2,2,1,1,0,41332,a122520ed8898a9d95086890fd0e3f1d,0,e4abb93bf,2.0,3,12
2,12,305,0,2,3,5,0,2,2,3,1,1,1,1,0,41326,bfa8d32cc12199d2eab33057963bae7c,0,120805f93,2.0,3,70
2,12,285,292,1,1,7,0,3,3,2,1,2,1,1,0,41326,ca58077c7cd1124f91f76ec54937aaea,0,2acf3fdce,2.0,1,31
2,3,266,0,2,6,7,0,2,1,1,1,2,1,1,0,41401,ade404aff4df59c811a26246f3b10b20,1,e1ecc1b26,3.0,2,84
1,1,307,0,3,1,2,3,2,2,2,2,2,1,3,0,41326,10f070fe1c098a8f58fe6ced493f2a8e,0,a8cdba660,11.0,4,40
1,36,78,0,2,1,2,0,3,2,3,3,3,2,1,0,41401,d0d416c617213a17f3baf64dccdf554d,0,9bcd62ef1,4.0,3,59
1,12,307,0,2,5,7,0,2,1,3,3,3,1,1,0,41326,13e30717f49ea56c325305aec4e03559,1,c3f2f166d,1.0,4,92
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,80,41327,7f74401ff1a7ca18737bc527ccf23a45,0,687e9c33c,1.0,4,42
1,36,78,0,1,1,0,0,2,1,1,1,1,1,1,0,41330,d5eaec548f716a75d0e517a02548a46e,0,bb5f471dd,1.0,2,66
2,1,265,0,3,1,6,7,2,2,2,2,2,1,3,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,0aaf6976a,13.0,2,379
2,1,283,0,2,4,7,0,1,1,2,2,2,1,1,0,41401,f01e3c8a2650ce3eabb08e3346b5f543,0,45600eaab,3.0,1,74
1,0,307,0,2,1,7,0,2,2,3,3,3,1,5,0,41401,b607eb7ae80024c9a6a3975bd41a4f8b,0,dcba09ff1,5.0,1,28
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0008ef529da74e9701db7eaaa4d9115a,0,d7f938acd,4.0,1,66
1,2,307,0,3,1,4,7,2,1,1,1,2,1,3,30,41326,6e7b6af9b1da8082af799a663b130144,0,ea11b6f12,3.0,3,79
1,2,307,307,3,2,0,0,2,2,2,2,2,1,3,0,41326,6144480d3ba7191b4c6cb414377e5312,0,3332eb59c,5.0,4,28
2,36,306,0,3,1,3,6,2,2,1,1,1,1,5,0,41326,a6f2c5597507a6c99389df8df7cf01fa,0,b3e19ff68,0.0,4,113
1,3,307,0,3,2,4,5,2,1,3,3,3,1,5,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,594e3dc3f,1.0,4,49
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,fbb112b7e,4.0,3,34
1,1,307,0,2,2,5,7,3,1,3,1,3,1,1,0,41401,fd5457d594938e4ece766cae6eaea6a5,0,d14d62508,2.0,2,124
2,2,266,0,2,1,5,0,2,1,2,1,2,1,1,0,41326,2fd71579abb6b187630197e7d5b3f1db,0,5de61cf6b,3.0,2,10
2,2,292,252,1,2,5,0,1,1,2,2,2,1,1,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,b9590d4de,1.0,0,50
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,80,41326,365de0555b7bfb8f4b6d0bdddf76c72a,0,747c82f83,9.0,2,37
2,3,266,0,1,4,0,0,2,1,3,1,2,1,1,0,41401,79822972785816f4393293afe2616d1d,0,3004c3401,3.0,4,61
1,17,307,0,1,1,0,0,2,2,1,1,1,1,1,150,41401,a52131699bc8ae1a76da9109a968eebe,0,c737c30d7,1.0,4,134
1,2,307,0,3,1,2,7,2,1,3,3,3,1,8,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,03b0568b3,5.0,3,29
2,48,299,0,1,1,2,7,3,1,1,1,2,1,1,20,41326,c28d7a4697a2b731ec973c4c95ff8321,0,987baa1c7,4.0,2,133
2,1,266,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0fe2f817659a685538bbbf5c90b7b8b7,0,70b3d1f9c,1.0,2,58
2,5,266,264,2,1,7,0,2,2,2,2,2,1,1,150,41326,c6b4576571bdfcf30804b96593efcf3b,0,27456ec0f,4.0,2,41
1,8,307,141,1,1,2,0,2,1,3,3,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,5c28a8cec,3.0,2,60
1,4,307,307,2,7,0,0,1,1,1,1,1,1,1,0,41326,54d38ef98d952efc45bfbe7e59cc1a8d,0,2c8ae4c7e,2.0,4,116
1,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,cd7bea671,3.0,3,17
2,72,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,c5b3af899b05bca05c0b0fb01a19faa4,0,7bda94ad0,10.0,4,329
2,12,266,254,2,1,4,7,2,1,3,3,3,1,5,0,41325,28ce7dd7825356214ee3325c2b1a9e43,0,ab4b4681b,4.0,4,4
1,12,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41327,4e9f9a3804795b86c27dd86f7fe05029,0,aa189a931,2.0,4,26
