Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,description_wordcount
2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41324,3362,0,59a320894,5.0,2,84
1,36,307,307,1,2,0,0,1,3,3,3,3,1,1,0,41336,703,0,55d408cb8,2.0,0,16
2,1,265,0,2,1,6,7,2,2,2,1,2,1,1,0,41401,2634,0,6dd6775e2,3.0,2,29
2,2,266,0,2,4,6,7,1,1,2,1,2,1,1,0,41401,576,0,166040493,10.0,2,90
2,12,266,0,2,1,7,0,2,1,3,3,3,1,1,0,41326,3547,0,b60e920db,3.0,2,16
2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41401,2598,0,c6f877dda,1.0,2,4
1,2,307,307,3,2,0,0,2,2,2,1,2,1,16,0,41326,1710,0,acb614bba,30.0,2,66
1,24,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,4791,0,79ef1fd27,7.0,4,79
2,5,265,0,1,6,7,0,2,2,2,2,2,1,1,0,41326,6191,0,f6d2c9972,5.0,1,31
2,2,265,0,1,6,7,0,1,2,2,2,2,1,1,0,41326,2092,0,fdfa41872,1.0,4,33
1,2,307,0,2,1,0,0,1,1,2,1,3,1,1,0,41326,2202,0,3ce0f0aa5,4.0,1,31
1,2,307,0,1,1,2,6,3,1,2,1,2,1,1,0,41326,4441,0,4fa7555cb,3.0,0,95
2,2,299,0,3,1,6,0,2,1,1,1,2,1,2,0,41326,3453,0,94af242ed,4.0,4,3
1,1,103,152,2,1,2,0,2,2,2,1,2,1,1,0,41401,1655,0,defebd6b4,4.0,3,11
2,1,254,0,2,1,3,7,1,2,2,1,2,1,1,20,41326,5632,0,b26374255,2.0,1,81
2,3,265,266,3,4,5,7,1,2,2,2,2,1,4,10,41326,2044,0,47282892a,2.0,0,10
1,3,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,1750,0,20f870155,7.0,2,42
2,3,265,0,2,3,6,7,2,2,1,2,2,1,1,0,41326,5381,0,5b6add800,4.0,2,81
1,24,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,6621,0,d7dd71467,8.0,4,18
1,18,307,0,2,1,2,0,2,1,1,1,1,1,1,50,41326,2804,0,f69e00e28,1.0,0,16
2,3,252,0,2,2,5,0,1,1,3,3,3,1,1,0,41336,6315,0,1b08020b7,4.0,4,160
2,2,266,0,2,1,4,7,1,1,2,1,2,1,1,0,41326,1215,0,29167255b,4.0,0,37
2,2,284,0,1,3,5,0,2,2,1,1,2,1,1,0,41326,4791,0,c9efae474,17.0,3,75
1,17,307,0,1,2,5,7,2,1,1,2,2,1,1,0,41327,3603,0,7bc927c30,4.0,0,47
2,14,264,249,1,5,0,0,3,2,3,3,2,2,1,0,41401,1030,0,28e151af1,2.0,4,3
1,1,307,0,2,2,5,7,2,2,1,2,2,1,1,40,41327,3575,0,226e8fe7c,1.0,4,62
2,10,264,264,2,3,0,0,2,2,3,3,3,1,1,0,41326,6704,0,f45176c4c,5.0,4,10
1,60,307,307,1,2,5,7,2,2,1,1,1,1,1,0,41326,6760,0,afefc6424,4.0,4,15
1,2,307,141,3,2,5,7,2,2,2,2,2,1,4,0,41326,1098,0,9cda44cdf,8.0,2,31
1,1,307,0,2,1,2,6,2,2,2,2,3,1,4,0,41326,4624,0,9922b4f91,5.0,4,43
1,3,141,307,2,5,0,0,2,1,2,2,2,1,1,0,41326,2624,0,b10be6346,5.0,0,5
1,0,307,0,3,7,0,0,1,1,2,2,2,1,4,0,41326,3453,0,fd2cc8576,1.0,1,42
1,1,307,0,2,1,4,0,2,2,2,2,2,1,2,0,41401,2583,1,9801a0f9c,6.0,2,23
1,2,307,203,2,1,2,7,2,2,2,1,2,1,1,50,41326,1274,0,897e065bd,4.0,2,43
1,2,307,0,2,5,7,0,2,2,1,1,2,1,1,0,41401,2852,0,812e0e887,2.0,0,59
1,4,307,0,2,4,7,0,2,1,3,3,3,1,1,100,41327,7063,0,63697128e,1.0,4,15
1,2,307,0,2,1,2,7,1,1,1,1,2,1,1,0,41326,2311,0,69112b1e5,3.0,0,115
1,3,307,1,1,1,2,0,2,2,2,1,2,1,1,0,41326,3429,0,269a6756f,5.0,2,12
2,3,253,266,1,6,7,0,2,2,2,1,2,1,1,0,41332,3837,0,ba1d4177e,2.0,0,21
2,4,266,0,1,4,0,0,2,1,1,1,2,1,1,0,41326,2287,0,8e453a294,11.0,1,71
2,2,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,5754,0,65a8f7628,9.0,1,119
2,8,283,0,2,1,2,7,2,2,2,2,2,1,1,0,41401,2021,0,e877b448c,8.0,2,82
1,1,307,307,2,1,7,0,2,1,2,3,2,1,1,0,41326,2256,0,c0545b660,1.0,2,8
2,6,266,0,2,1,7,0,1,1,3,3,3,1,1,0,41326,320,0,1f82a9cd0,3.0,2,33
2,1,266,0,2,2,7,0,1,1,2,1,2,1,1,0,41327,3783,0,d341fbfd6,1.0,2,54
1,72,109,0,2,3,5,0,3,3,1,1,1,1,1,0,41326,1710,0,1751240fe,0.0,4,32
1,3,307,0,1,2,7,0,2,1,3,3,2,1,1,0,41326,1972,0,c8d822dde,7.0,0,17
1,6,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,6294,0,1eaab2f11,3.0,0,32
2,5,266,0,1,1,2,0,3,3,2,2,2,1,1,50,41326,1196,0,c72bd65dc,6.0,4,2
2,3,266,0,3,1,7,0,2,2,3,3,3,1,2,0,41326,3242,0,2e4c1faf7,3.0,1,32
1,3,307,0,2,1,2,5,2,2,3,3,3,1,2,0,41326,6630,0,f734c3ec0,4.0,0,76
1,12,20,0,1,1,2,7,2,1,1,1,2,1,1,0,41336,7017,0,a6610ebd3,1.0,2,48
1,1,307,307,3,1,2,7,2,2,3,3,3,1,5,0,41326,6925,0,bbfc5274f,11.0,1,102
1,1,307,307,3,2,5,7,2,2,2,1,2,1,4,0,41332,3837,0,b4aee9257,10.0,0,26
1,11,307,0,2,3,0,0,2,2,1,1,1,1,1,0,41326,1347,0,8b9739cef,2.0,2,10
1,36,207,307,2,2,0,0,1,2,1,1,1,1,1,150,41326,2804,0,0e3d46c94,1.0,0,20
2,2,265,0,1,3,5,7,2,2,2,1,2,1,1,0,41326,3481,0,76eeca0d3,3.0,0,55
2,9,266,299,1,1,2,7,1,2,1,1,2,1,1,0,41401,2844,0,94de82299,2.0,0,11
2,1,265,0,2,1,0,0,1,1,2,2,3,1,1,0,41401,4588,0,fb217af6b,2.0,1,31
2,1,265,265,2,2,5,7,2,2,2,2,2,1,1,0,41326,1350,0,3d9a5ac46,18.0,0,15
2,4,266,0,2,2,5,6,1,1,1,1,2,1,1,0,41326,6509,0,b52c73ef1,4.0,3,108
1,29,205,0,2,2,3,7,1,2,1,1,2,1,1,0,41326,5366,0,86dec16a3,1.0,2,63
1,1,307,0,3,1,2,7,2,2,2,2,2,1,6,0,41401,1384,0,77e943917,5.0,0,42
1,1,307,0,2,1,2,7,1,1,3,3,2,1,1,0,41325,100,0,d1da78c20,3.0,4,3
1,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,4996,0,33ae1e49e,4.0,0,33
1,48,152,0,2,1,2,3,2,1,1,1,1,1,1,0,41401,4263,0,fde52ef8f,3.0,4,9
2,2,266,0,1,1,7,0,1,1,3,3,3,1,1,0,41326,6253,0,20bad295b,5.0,0,20
2,60,299,0,1,1,2,5,4,2,1,1,1,1,3,0,41401,2291,0,8a464e436,4.0,4,40
2,36,266,0,2,2,6,7,2,2,2,1,1,1,1,0,41326,685,0,00f997463,10.0,4,104
1,1,307,307,2,1,2,0,2,1,2,1,2,1,2,0,41401,3389,0,69c1801cb,26.0,3,99
1,60,307,307,2,3,4,7,2,2,1,1,2,2,1,0,41330,213,0,76b0d23ac,1.0,0,27
1,1,307,0,3,2,0,0,1,1,2,2,2,1,5,0,41326,2719,0,60a36cab1,0.0,4,37
2,24,292,0,2,2,7,0,1,1,3,3,3,1,1,0,41326,2804,0,d7b32bca1,1.0,0,8
1,24,307,0,1,1,2,0,3,1,3,3,2,1,1,0,41401,2518,0,1e0947834,8.0,0,190
2,3,299,0,3,7,0,0,2,1,2,2,2,1,2,0,41401,4629,0,14fb52f07,5.0,2,38
1,2,307,0,1,1,6,7,1,1,2,2,2,1,3,0,41336,1285,0,dd79180bc,3.0,2,66
1,2,109,213,2,4,0,0,2,2,2,1,1,1,1,150,41401,5387,0,4792b6d06,5.0,2,4
1,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,1961,0,5e08b9ce5,3.0,2,21
1,2,307,307,2,2,3,5,2,1,3,1,1,1,1,0,41326,6478,0,030f32f08,3.0,4,8
2,1,265,0,1,7,0,0,2,2,2,1,2,1,1,0,41326,5682,0,338ccb571,2.0,1,19
2,2,265,0,3,1,6,7,1,2,2,2,2,1,3,0,41326,6195,0,4ceff22c4,3.0,1,1
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41401,5387,0,26901ccb0,4.0,2,34
1,12,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41326,2804,0,9b28cb68c,5.0,0,12
1,24,195,0,2,6,7,0,1,2,3,3,3,1,1,0,41326,4791,0,77e679018,4.0,3,55
2,9,306,0,1,6,7,0,2,2,1,1,1,1,1,0,41401,1183,0,8f117f08e,3.0,0,100
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,5599,0,4a6fea502,7.0,2,17
1,32,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,6245,0,fdb71d0c8,1.0,4,34
1,2,103,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,4139,0,6366dd2f9,1.0,2,10
2,2,266,0,1,3,4,0,1,1,2,2,2,1,1,0,41326,5169,0,3816b16b4,5.0,1,152
1,6,307,0,1,6,0,0,2,1,3,3,3,1,1,0,41326,5887,0,23987e634,0.0,4,41
2,4,266,0,1,7,0,0,1,1,3,3,3,1,1,0,41401,4369,0,dff390828,2.0,1,9
2,53,266,0,2,7,0,0,3,1,1,1,1,1,3,0,41326,331,0,b278cd182,4.0,4,70
2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,15,41326,3578,0,f6dba1642,1.0,2,21
2,4,254,266,2,1,3,7,2,1,2,2,2,1,1,0,41326,6671,0,f000f169a,1.0,4,15
1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,4199,0,19272319c,2.0,3,47
2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41327,441,0,30ea81bac,3.0,3,3
2,13,265,0,1,3,4,7,3,2,2,2,2,1,1,0,41401,5729,0,47fd4a840,3.0,4,55
2,15,266,266,3,4,5,7,2,1,3,3,3,1,2,0,41326,6982,0,73de2789e,4.0,2,54
2,4,266,0,1,2,0,0,2,1,2,1,1,1,1,0,41326,245,0,cb8cce181,2.0,2,31
2,1,289,264,2,5,6,0,2,3,2,1,2,1,1,100,41326,6418,0,a73915bd2,5.0,1,241
2,6,266,0,1,2,4,7,1,1,2,2,2,1,3,0,41401,2653,0,8ee6dae8d,4.0,4,76
2,2,266,0,1,7,0,0,2,1,2,1,2,1,3,0,41401,4494,0,abfdf0fc3,16.0,0,242
1,10,307,0,2,7,0,0,2,1,2,1,1,1,1,0,41401,1268,0,1c74d62ed,2.0,4,11
1,4,307,0,2,2,3,0,2,1,1,1,2,1,2,0,41326,376,0,ab385bfae,8.0,3,38
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,2757,0,b16cb3f1e,4.0,4,10
2,36,266,0,2,1,6,7,2,2,2,2,1,1,1,0,41401,4340,0,c390140c3,4.0,4,39
2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,2594,0,01dd8880a,9.0,1,126
2,8,266,0,1,3,7,0,2,1,1,1,1,2,1,0,41401,3544,0,029e31937,8.0,0,64
2,2,266,0,1,3,7,0,2,1,2,2,2,1,1,0,41326,3722,0,655bbbcc8,5.0,1,13
1,2,20,307,2,1,2,7,2,1,1,1,2,1,1,0,41326,6980,0,c787ee619,3.0,3,55
2,61,266,0,1,7,0,0,3,1,1,1,1,1,1,0,41401,709,1,28c4588e5,6.0,4,47
2,2,264,0,1,1,7,0,2,2,2,2,2,1,1,0,41401,5258,0,56583003c,3.0,4,0
1,78,218,205,1,1,7,0,2,2,3,3,3,1,1,0,41326,1650,0,1fd342e17,2.0,4,68
2,48,243,0,1,2,5,0,1,1,1,1,1,1,1,0,41326,2773,0,5ba0605b9,2.0,4,39
2,2,265,0,2,7,0,0,3,2,2,1,2,1,1,15,41401,6425,0,b7e8df1a9,3.0,1,79
1,120,205,0,1,2,7,0,2,1,1,1,3,2,1,0,41326,3298,0,44a0c16bc,2.0,4,31
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,3281,0,fb570c67a,2.0,4,95
2,2,266,0,2,1,7,0,1,2,2,2,2,1,1,0,41401,5360,0,07218c870,1.0,3,2
2,6,306,0,2,2,3,4,2,2,3,3,1,1,1,0,41326,1369,0,f05a5801b,2.0,4,20
2,2,266,0,2,7,0,0,2,1,1,1,2,1,1,100,41401,5861,0,8d92ada81,5.0,1,172
2,1,266,0,3,1,2,3,2,1,2,1,2,1,3,0,41401,607,0,ec8115060,3.0,0,40
1,1,307,0,2,1,2,7,1,1,2,2,2,1,1,0,41326,3563,0,f03b04b1e,1.0,4,3
2,2,266,0,1,4,7,0,1,1,2,2,2,1,1,0,41326,1222,0,ef06f5641,1.0,2,43
2,7,266,0,2,2,7,0,2,2,2,2,2,1,2,0,41401,5728,0,df874dd59,2.0,4,6
2,1,266,266,3,1,6,7,2,2,2,1,2,1,2,0,41401,3389,0,a27b7e4b1,3.0,2,17
1,36,218,0,1,7,0,0,3,3,1,1,1,1,1,300,41326,3831,0,d583d44d2,4.0,4,248
1,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,1688,0,f150ecb1c,14.0,0,410
1,36,128,307,2,2,7,0,2,1,1,1,1,1,1,300,41326,1178,0,2c15f3086,4.0,4,53
1,1,307,0,3,1,2,7,2,1,1,1,2,1,8,10,41326,4419,0,62817491e,4.0,3,23
2,3,292,0,2,1,6,0,2,2,1,1,2,1,1,150,41401,4110,0,aac68c707,6.0,2,42
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,5149,0,9f341e7af,3.0,2,29
2,12,292,292,2,2,0,0,2,1,2,2,2,1,4,0,41325,6012,0,f4e83a15e,4.0,2,58
1,6,307,141,1,2,3,5,2,2,2,1,2,1,1,0,41326,4996,0,251509be3,5.0,0,33
2,2,266,0,2,2,4,6,2,1,2,1,1,1,1,0,41326,5858,0,e04814e10,11.0,4,112
1,48,218,0,1,2,5,7,2,3,1,1,1,1,1,0,41326,4791,0,9397426ea,3.0,4,92
2,1,266,0,1,3,6,7,2,1,2,1,2,1,1,0,41326,631,0,bbfc8a037,14.0,2,147
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,6980,0,8a04b2403,10.0,3,75
1,1,39,0,1,1,7,0,3,2,2,1,2,1,1,0,41401,2852,0,cad4a3a31,2.0,0,64
2,2,266,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,5642,0,693a90fda,1.0,2,36
2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,20,41326,2819,1,0a13e47c3,4.0,4,74
1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,6980,0,c7f20f68c,4.0,3,21
2,6,299,0,1,1,6,0,2,2,1,1,1,1,1,0,41326,4409,0,f2a6e7dac,6.0,4,60
1,12,307,78,2,1,2,0,2,1,2,2,1,1,1,0,41326,3210,0,5ac0ddea0,1.0,3,98
2,5,266,0,1,1,0,0,1,2,1,1,2,1,1,0,41401,4071,0,355756bdc,3.0,4,48
2,8,266,0,2,1,7,0,1,1,1,1,1,1,1,50,41326,2804,0,66cb57204,3.0,0,19
2,8,266,0,2,6,7,0,2,1,3,3,3,1,1,0,41401,5754,0,d9c54752f,5.0,2,146
2,1,266,0,3,1,7,0,2,2,2,2,2,1,3,0,41401,455,0,b04b200fa,4.0,1,25
1,1,307,0,2,1,3,7,2,2,2,1,2,1,1,50,41326,6418,0,afb230f5a,10.0,2,264
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,50,41327,7057,0,72ec92880,3.0,2,21
2,2,266,0,1,7,0,0,2,1,2,2,2,1,1,0,41335,5365,0,b279ec774,4.0,1,69
2,1,265,0,2,6,7,0,2,2,2,2,2,1,1,0,41401,5512,0,3100a668c,5.0,0,38
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41326,5096,0,6dac8ec35,1.0,3,2
2,2,303,0,2,1,3,7,1,2,2,1,2,1,1,0,41327,3100,0,5624ae076,2.0,0,50
2,3,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,2534,0,1f6fb5fdb,4.0,0,130
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,1306,0,a43d578dd,3.0,1,165
2,7,292,0,1,7,0,0,2,2,2,1,1,1,1,0,41326,3975,0,f177bb858,3.0,0,12
2,4,266,0,3,1,3,7,2,1,1,1,2,1,2,0,41326,966,0,0eb779abf,5.0,0,56
2,2,266,0,2,1,4,6,2,2,2,1,2,1,1,0,41326,1875,0,c79fe46e4,2.0,0,10
2,3,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,6003,0,ab4a00203,5.0,3,77
1,12,78,307,1,1,2,0,2,1,3,3,3,1,2,0,41326,6443,0,e9e9c9efe,3.0,4,60
1,2,307,307,1,1,2,0,2,2,2,1,2,1,1,0,41326,5096,0,66064ba80,3.0,2,2
1,36,307,0,2,1,2,0,2,1,1,1,1,1,5,0,41326,977,0,a9bc357f0,1.0,4,51
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,1,41330,6734,0,97d823486,2.0,2,62
2,24,264,0,2,2,0,0,2,3,1,1,1,1,1,150,41336,300,0,4ffa77f1c,1.0,1,36
1,49,109,0,1,3,4,0,3,2,1,1,2,1,1,0,41327,604,0,fb8efea32,2.0,3,65
1,1,307,0,3,1,2,7,2,1,2,2,2,1,5,0,41401,1903,0,53c0ebe89,15.0,1,57
1,12,141,0,1,1,7,0,3,1,3,3,2,1,1,0,41326,4791,0,40ea976de,6.0,2,67
2,2,266,266,2,1,0,0,2,1,2,2,2,1,1,0,41326,1350,0,23dd6d50e,23.0,0,20
2,3,266,0,3,5,0,0,1,1,2,2,2,1,3,0,41326,900,0,8f34b67ca,2.0,4,18
1,7,206,0,2,6,7,0,3,2,1,1,2,1,1,1000,41335,5881,0,0038c9343,5.0,2,101
2,2,266,0,3,2,0,0,1,1,3,3,3,1,4,0,41401,614,0,c05b7439a,5.0,1,51
2,2,266,0,3,1,4,7,2,1,2,2,2,1,3,0,41336,5803,0,7d19330cb,1.0,2,50
1,2,307,307,2,1,0,0,2,1,1,1,2,1,1,150,41326,3090,0,357707ba7,1.0,4,15
2,4,266,0,2,1,2,0,2,1,2,1,2,1,1,0,41401,4494,0,70bfa87c3,5.0,0,67
1,24,307,307,1,2,7,0,2,1,1,1,1,1,1,200,41401,1906,0,58c7cd785,5.0,0,18
1,2,307,0,3,1,2,7,2,1,1,1,3,1,5,0,41327,5734,0,2f29e9d88,1.0,3,25
1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,1720,0,6ef02d7e9,5.0,3,29
